ID_0,sum,iso3c,Country
187,20511166.347785365,ROU,Romania
188,71594708.64725417,RUS,Russia
189,0,RWA,Rwanda
190,0,BLM,Saint-Barthélemy
191,0,MAF,Saint-Martin
192,0,SHN,Saint Helena
193,0,KNA,Saint Kitts and Nevis
194,0,LCA,Saint Lucia
195,0,SPM,Saint Pierre and Miquelon
196,0,VCT,Saint Vincent and the Grenadines
197,0,WSM,Samoa
198,0,SMR,San Marino
199,0,STP,São Tomé and Príncipe
200,0,SAU,Saudi Arabia
201,0,SEN,Senegal
202,5587926.998016357,SRB,Serbia
203,0,SYC,Seychelles
204,0,SLE,Sierra Leone
205,0,SGP,Singapore
206,0,SXM,Sint Maarten
207,4051263.1215877533,SVK,Slovakia
208,1850372.7859268188,SVN,Slovenia
209,0,SLB,Solomon Islands
210,0,SOM,Somalia
211,21423482.006875817,ZAF,South Africa
213,0,KOR,South Korea
214,178706.29171271078,SSD,South Sudan
215,29748565.360996485,ESP,Spain
217,0,LKA,Sri Lanka
218,1360490.1424695263,SDN,Sudan
219,0,SUR,Suriname
220,0,SJM,Svalbard and Jan Mayen
221,13749.122924804688,SWZ,Swaziland
222,27745170.422325134,SWE,Sweden
223,7833585.456757367,CHE,Switzerland
224,948703.5888203289,SYR,Syria
225,1507.6152954101562,TWN,Taiwan
226,1003918.3328481317,TJK,Tajikistan
227,0,TZA,Tanzania
228,3426.137993812561,THA,Thailand
229,0,TLS,Timor-Leste
230,0,TGO,Togo
231,0,TKL,Tokelau
232,0,TON,Tonga
233,0,TTO,Trinidad and Tobago
234,2756007.9679455757,TUN,Tunisia
235,23522986.961684186,TUR,Turkey
236,2613512.908802595,TKM,Turkmenistan
237,0,TCA,Turks and Caicos Islands
238,0,TUV,Tuvalu
239,0,UGA,Uganda
240,30268678.270332813,UKR,Ukraine
241,0,ARE,United Arab Emirates
242,63706482.4548955,GBR,United Kingdom
243,655184484.2217412,USA,United States
245,0,URY,Uruguay
246,9765531.311197227,UZB,Uzbekistan
247,0,VUT,Vanuatu
249,0,VEN,Venezuela
250,609.6583251953125,VNM,Vietnam
251,0,VIR,"Virgin Islands, U.S."
252,0,WLF,Wallis and Futuna
253,0,ESH,Western Sahara
254,0,YEM,Yemen
255,0,ZMB,Zambia
256,170.5118408203125,ZWE,Zimbabwe
300,49523.725830078125,XMI,Madeira Island
301,7.848051097880671e-7,COD,Democratic Republic of the Congo
