#,GENuS_foodID,GENuS_FoodName,FCT_FoodName,Calories,Protein,Fat,Carbohydrates,Vitamin C,Vitamin A,Folate,Calcium,Iron,Zinc,Potassium,Dietary Fiber,Copper,Sodium,Phosphorus,Thiamin,Riboflavin,Niacin,B6,Choline,Magnesium,Manganese,Saturated FA,Monounsaturated FA,Polyunsaturated FA,Omega-3 (USDA only),B12 (USDA only),Water/moisture,Ash,Refuse
35,30,Beans,RAJMAH,346,23,1,61,,,,260,5,4,,5,1,,410,,,,,,184,1,,,,,,12,3,
36,30,Beans,REDGRAM - dhal,335,22,2,58,0,,103,73,3,1,1104,1,1,28,304,0,0,3,0,183,90,1,,,,,,13,3,
37,31,Peas,PEAS - dry,315,20,1,56,0,,7.5,75,7,2,725,4,1,20,298,0,0,3,,235,100,1,,,,,,16,2,
38,33,Chick peas,BENGAL GRAM - whole ,360,17,5,61,3,,186,202,5,6.1,808,4,1.18,37.3,312,0,0,3,,194,119,1.21,,,,,,10,3,
39,34,Cow peas; dry,COW PEA,323,24,1,54,0,,133,77,9,5,1131,3,1,23,414,0,0,1,,202,210,1,,,,,,13,3,
40,36,Lentils,LENTIL,343,25,1,59,0,,36,69,7,3,629,1,2,40,293,0,0,3,,299,80,1,,,,,,12,2,
41,40,Pulses; nes,HORSE GRAM - whole,321,22,0,57,1,,,287,7,3,762,5,2,11,311,0,0,1,,,156,1,,,,,,12,3,
42,40,Pulses; nes,FIELD BEAN - dry,347,25,1,60,0,,,60,3,,,1,,,433,0,0,2,,352,,,,,,,,10,3,
43,43,Cashew nuts; with shell,CASHEWNUT,596,21,47,22,0,,,50,6,6,,1,2,,450,1,0,1,,,349,1,,,,,,6,2,
44,45,Almonds; with shell,ALMOND,655,21,59,10,0,,,230,5,3,,2,1,,490,0,1,4,,,373,2,,,,,,5,3,
45,46,Walnuts; with shell,WALNUT,687,16,64,11,0,,,100,3,2,,3,2,,380,0,0,1,,,302,3,,,,,,4,2,
46,47,Pistachios,PISTACHIO NUT,626,20,53,16,,,,140,8,,,2,,,430,1,0,2,,,,,,,,,,6,3,
47,50,Areca nuts,ARECANUT,249,5,4,47,,,,50,1,1,,11,1,,130,,,,,,66,1,,,,,,31,1,
48,51,Nuts; nes,CHILGOZA,615,14,49,29,0,,,91,4,,,1,,,494,0.32,0.3,3.6,,,,,,,,,,4,3,
49,53,Soyabeans,SOYABEAN(Black),432,43,19,21,,,100,240,10,4,,4,1,,690,1,0,3,,,238,2,,,,,,8,5,
50,53,Soyabeans,SOYABEAN(White),432,43,19,21,,,100,240,10,3,,4,1,,690,1,0,3,,,175,2,,,,,,8,5,
51,54,Groundnuts (Shelled Eq),GROUNDNUT,567,25,40,26,0,,20,90,2,4,,3,1,,350,1,0,20,,224,,1,,,,,,3,2,
52,55,Sunflowerseed,SUNFLOWER SEEDS,620,20,52,18,1,,,280,5,,,1,,,670,0.86,0.2,4.5,,,,,,,,,,5,4,
53,56,Rape and Mustardseed,MUSTARD SEEDS,541,20,40,24,0,,,490,8,5,,2,1,,700,1,0,4,,211,,2,,,,,,8,4,
54,58,Coconuts - Incl Copra,COCONUT fresh,444,4.5,41.6,13,1,,12.5,10,1.7,5,,3.6,1,,240,0.05,0.1,3,,,,6,,,,,,36.3,1,
55,59,Sesameseed,GINGELLY SEEDS,563,18,43,25,0,,134,1450,9,12,,3,2,,570,1.01,0.34,4.4,,,,1,,,,,,5,5,
56,62,Oilcrops; Other,SAFFLOWER SEEDS,356,13,26,18,,,,236,5,5,,35,1,,823,,,,,,,1,,,,,,5,3,
57,62,Oilcrops; Other,POPPY SEEDS,408,22,19,37,1,,12,1584,16,4,,8,1,,432,0,0,1,,,257,4,,,,,,4,10,
58,62,Oilcrops; Other,WATER MELON SEEDS - kernal,628,34,53,4,,,,100,7,,,1,,,937,,,,,,,,,,,,,4,4,
59,62,Oilcrops; Other,LINSEED SEEDS,530,20,37,29,,,0,170,3,,,5,,,370,0.23,0.07,1,,,,,,,,,,6,2,
60,62,Oilcrops; Other,GARDEN CRESS SEEDS,454,25,24,33,0,,,377,100,,,8,,,723,0.59,0.61,14.3,,,430,,,,,,,3,6,
61,62,Oilcrops; Other,NIGER SEEDS,515,24,39,17,0,,,300,57,,,11,,,224,0.07,0.97,8.4,,,,,,,,,,4,5,
62,62,Oilcrops; Other,PIYAL SEEDS,656,19,59,12,5,,,279,8,,436,4,0.86,10.2,528,0.69,0.53,1.5,,,373,,,,,,,3,3,
63,63,Soyabean Oil,COOKING OIL - Groundnut - Gingelly - Palmolein - Mustard - Coconut - etc.,900,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,Groundnut Oil,COOKING OIL - Groundnut - Gingelly - Palmolein - Mustard - Coconut - etc.,900,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,Sunflowerseed Oil,COOKING OIL - Groundnut - Gingelly - Palmolein - Mustard - Coconut - etc.,900,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,Rape and Mustard Oil,COOKING OIL - Groundnut - Gingelly - Palmolein - Mustard - Coconut - etc.,900,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,Cottonseed Oil,COOKING OIL - Groundnut - Gingelly - Palmolein - Mustard - Coconut - etc.,900,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,Palmkernel Oil,COOKING OIL - Groundnut - Gingelly - Palmolein - Mustard - Coconut - etc.,900,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,Palm Oil,COOKING OIL - Groundnut - Gingelly - Palmolein - Mustard - Coconut - etc.,900,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,Coconut Oil,COOKING OIL - Groundnut - Gingelly - Palmolein - Mustard - Coconut - etc.,900,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,Sesameseed Oil,COOKING OIL - Groundnut - Gingelly - Palmolein - Mustard - Coconut - etc.,900,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,Olive Oil,COOKING OIL - Groundnut - Gingelly - Palmolein - Mustard - Coconut - etc.,900,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,Ricebran Oil,COOKING OIL - Groundnut - Gingelly - Palmolein - Mustard - Coconut - etc.,900,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,Maize Germ Oil,COOKING OIL - Groundnut - Gingelly - Palmolein - Mustard - Coconut - etc.,900,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,Oilcrops Oil; Other,COOKING OIL - Groundnut - Gingelly - Palmolein - Mustard - Coconut - etc.,900,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,75,Oilcrops Oil; Other,HYDROGENATED OIL - fortified,900,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,76,Tomatoes,TOMATO - ripe,20,1,0,4,27,,30,48,1,0,146,1,0,13,20,0,0,0,,,,0,,,,,,94,0,
78,76,Tomatoes,TOMATO - green,23,2,1,4,31,,,20,2,,114,1,0,46,36,0,0,0,,,15,,,,,,,93,1,
79,77,Onions,ONION big,50,1,0,11,11,,6,47,1,0,127,1,0,4,50,0,0,0,,,16,0,,,,,,87,0,
80,78,Cabbages and other brassicas,BRUSSELS SPROUTS,52,5,0,7,72,,,43,2,,477,1,0,8,82,0,0,0,,,26,,,,,,,85,1,
81,78,Cabbages and other brassicas,CABBAGE,27,2,0,5,124,,23,39,1,0,,1,0,,44,0,0,0,,120,31,0,,,,,,92,1,
82,78,Cabbages and other brassicas,KNOL-KHOL GREENS [Kohlrabi],43,3,0,6,157,,,740,13,,,2,,,50,0,,3,,,,,,,,,,87,1,
83,78,Cabbages and other brassicas,MUSTARD LEAVES,34,4,1,3,33,,,155,16,,,1,,,26,0.03,,,,,,,,,,,,90,2,
84,78,Cabbages and other brassicas,KNOL-KHOL,21,1,0,4,85,,,20,1,0,37,1,0,112,35,0,0,0,,,33,0,,,,,,93,1,
85,79,Artichokes,ARTICHOKE,79,3.6,0.1,16,0,,,120,2.3,,,1.2,,,100,0.23,0.01,,,,,,,,,,,77.3,1.8,
86,81,Lettuce and chicory,LETTUCE,21,2,0,2,10,,,50,2,,,0,,,28,0,0,0,,178,,,,,,,,93,1,
87,82,Spinach,PARUPPU KEERAI,27,2,1,3,29,,,111,15,0,206,1,0,58,45,0.1,0.22,0.7,,,64,0.5,,,,,,90,2,
88,82,Spinach,SPINACH,26,2,1,3,28,,123,73,1,,,1,,,21,0,0,0,,,,,,,,,,92,2,
89,84,Cauliflowers and broccoli,CAULIFLOWER,30,3,0,4,56,,,33,1,,,1,,,57,0,0,1,,127,,,,,,,,91,1,
90,85,Pumpkins; squash; and gourds,ASH GOURD ,10,0,0,2,1,,,30,1,0.46,152,1,0.1,17.8,20,0,0,0,,,36,0.08,,,,,,96,0,
91,85,Pumpkins; squash; and gourds,BITTER GOURD,25,2,0,4,88,,,20,1,0,87,1,0,2,70,0,0,0,,,26,0,,,,,,92,1,
92,85,Pumpkins; squash; and gourds,BOTTLE GOURD,12,0,0,2,0,,,20,0,,,1,,,10,0,0,0,,,,,,,,,,96,0,
93,85,Pumpkins; squash; and gourds,GHOSALA,18,1,0,3,0,,,36,1,,,2,,,19,0,0,0,,,,,,,,,,93,0,
94,85,Pumpkins; squash; and gourds,KANKODA,52,3,1,8,,,,33,5,,,3,,,42,0,0,0,,,,,,,,,,84,1,
95,85,Pumpkins; squash; and gourds,KHEKSA,29,0.6,0.1,6.4,,,,27,,0,,1.6,0,,38,,,,,,36,0,,,,,,90.4,0.9,
96,85,Pumpkins; squash; and gourds,KOVAI,18,1,0,3,15,,59,40,0,,83,2,1,2,30,0,0,0,,,9,,,,,,,93,0,
97,85,Pumpkins; squash; and gourds,PARWAR,20,2,0,2,29,,,30,2,0,139,3,0,6,40,0,0,0,,,38,0,,,,,,92,0,
98,85,Pumpkins; squash; and gourds,PUMPKIN fruit,25,1,0,5,2,,13,10,0,0,50,1,0,3,30,0,0,0,,136,32,0,,,,,,93,1,
99,85,Pumpkins; squash; and gourds,RIDGE GOURD,17,0,0,3,5,,,18,0,0,34,0,0,25,26,,0,0,,,28,0,,,,,,95,0,
100,85,Pumpkins; squash; and gourds,SNAKE GOURD,18,0,0,3,0,,15,26,1,,24,1,0,35,20,0,0,0,,,14,,,,,,,95,0,
101,85,Pumpkins; squash; and gourds,TINDA - tender,21,1,0,3,18,,,25,1,,94,1,0,27,24,0,0,0,,,13,,,,,,,93,0,
102,85,Pumpkins; squash; and gourds,VEGETABLE MARROW,17,0,0,3,18,,,10,1,,,1,,,30,0,0,0,,,,,,,,,,95,0,
103,86,Cucumbers and gherkins,CUCUMBER,13,0,0,2,7,,15,10,1,,,0,,,25,0,0,0,,,,,,,,,,96,0,
104,87,Eggplants (aubergines),BRINJAL,24,1,9,4,12,,34,18,0,,,1,,,47,0,0,1,,52,,,,,,,,93,9,
105,88,Chillies and peppers; green,GIANT CHILLIES - capsicum,24,1,0,4,137,,,10,0,2,,1,1,,30,1,0,0,,,272,1,,,,,,92,1,
106,88,Chillies and peppers; green,CHILLIES green,29,3,1,3,111,,29,30,4,,,7,,,80,0,0,1,,,,,,,,,,86,1,
107,88,Chillies and peppers; green,PEPPER GREEN,98,5,3,14,1,,,270,2,,,6,,,70,0,0,0,,,,,,,,,,71,2,
108,89,Onions (inc. shallots); green,ONION STALKS,41,1,0,9,17,,,50,7,2,109,2,0,2,50,0,0,0,,,104,1,,,,,,88,1,
109,90,Garlic,GARLIC dry,145,6,0,30,13,,,30,1,2,,1,1,,310,0,0,0,,,71,1,,,,,,62,1,
110,91,Leeks; other alliaceous veg.,LEEKS,77,2,0,17,11,,,50,2,2,109,1,0,2,70,0,,,,,104,1,,,,,,79,1,
111,92,Beans; green,BEANS - scarlet runner,158,7,1,30,27,,,50,3,,39,2,0,43,160,0,0,0,,,33,,,,,,,58,2,
112,92,Beans; green,BROAD BEANS,48,4,0,7,12,,,50,1,0,,2,0,,64,0,,1,,5,47,0,,,,,,85,1,
113,92,Beans; green,CLUSTER BEANS,16,3,0,11,49,,144,130,1,,,3,,,57,0,0,1,,,,,,,,,,81,1,
114,92,Beans; green,COWPEA PODS,48,3,0,8,14,,,72,2,,,2,,,59,0.07,0.09,0.9,,,,,,,,,,85,1,
115,92,Beans; green,DOUBLE BEANS,85,8,0,12,22,,,40,2,0,74,4,0,55,140,,,,,,17,0,,,,,,74,1,
116,92,Beans; green,FIELD BEANS - tender,48,4,1,7,9,,,210,1,0,120,2,0,4,68,0,0,0,,4,38,0,,,,,,86,1,
117,92,Beans; green,FRENCH BEANS,26,2,0,4,24,,45,50,1,,117,2,0,32,28,0,0,0,,,,,,,,,,91,0,
118,92,Beans; green,PINK BEANS,44,3,0,7,12,,,54,1,,1800,2,,29,70,0,0,1,,,,,,,,,,87,1,
119,92,Beans; green,SWORD BEANS,44,3,0,8,12,,,60,2,,,1,,,40,0,0,0,,,,,,,,,,87,1,
120,93,Peas; green,PEAS - green,93,7,0,16,,,,20,1,,79,4,0,8,139,,,,,,34,,,,,,,73,1,
121,95,String beans,BEANS - scarlet runner,158,7,1,30,27,,,50,3,,39,2,0,43,160,0,0,0,,,33,,,,,,,58,2,
122,95,String beans,BROAD BEANS,48,4,0,7,12,,,50,1,0,,2,0,,64,0,,1,,5,47,0,,,,,,85,1,
123,95,String beans,CLUSTER BEANS,16,3,0,11,49,,144,130,1,,,3,,,57,0,0,1,,,,,,,,,,81,1,
124,95,String beans,COWPEA PODS,48,3,0,8,14,,,72,2,,,2,,,59,0.07,0.09,0.9,,,,,,,,,,85,1,
125,95,String beans,DOUBLE BEANS,85,8,0,12,22,,,40,2,0,74,4,0,55,140,,,,,,17,0,,,,,,74,1,
126,95,String beans,FIELD BEANS - tender,48,4,1,7,9,,,210,1,0,120,2,0,4,68,0,0,0,,4,38,0,,,,,,86,1,
127,95,String beans,FRENCH BEANS,26,2,0,4,24,,45,50,1,,117,2,0,32,28,0,0,0,,,,,,,,,,91,0,
128,95,String beans,PINK BEANS,44,3,0,7,12,,,54,1,,1800,2,,29,70,0,0,1,,,,,,,,,,87,1,
129,95,String beans,SWORD BEANS,44,3,0,8,12,,,60,2,,,1,,,40,0,0,0,,,,,,,,,,87,1,
130,96,Carrots and turnips,CARROT,48,1,0,11,3,,15,80,1,,,1,,,530,0,0,1,,168,,,,,,,,86,1,
131,96,Carrots and turnips,TURNIP,29,0,0,6,43,,,30,0,,,1,,,40,0,0,0,,137,,,,,,,,92,1,
132,97,Okra,LADIES FINGERS,35,2,0,6,13,,105,66,0,,,1,,,56,0,0,1,,,,,,,,,,90,1,
133,98,Maize; green,MAIZE - tender,125,5,1,25,6,,,9,1,,151,2,,52,121,0,0,0,,,40,,,,,,,67,1,
134,99,Mushrooms and truffles,MUSHROOM,43,3.1,0.8,4.3,,,,6,1.5,,,0.4,,,110,,,,,,,,,,,,,88.5,1.4,
135,101,Vegetables; fresh; nes,AGATHI,93,8,1,12,169,,,1130,4,0,341,2,0,230,80,0,0,1,,,122,0,,,,,,73,3,
136,101,Vegetables; fresh; nes,AMARANTH gangeticus - tender,45,4,0,6,99,,149,397,3,0.27,,1,0.04,,83,0,0,1,,31,123,0.4,,,,,,86,3,
137,101,Vegetables; fresh; nes,Ambat Chuka,15,1.6,0.3,1.4,12,,125,63,0.75,,,0.6,,,17,0.03,0.06,0.2,,,,,,,,,,95.2,0.9,
138,101,Vegetables; fresh; nes,BATHUA LEAVES,30,3.7,0.4,2.9,35,,,150,4.2,,,0.8,,,80,0.01,0.14,0.6,,,,,,,,,,89.6,2.6,
139,101,Vegetables; fresh; nes,BEET GREENS,46,3,1,6,70,,,380,16,,,1,,,30,0.26,0.56,3.3,,,,,,,,,,86,2,
140,101,Vegetables; fresh; nes,BENGAL GRAM LEAVES,97,7,1.4,14.1,,,,340,23.8,3,,2,2,,120,,,,,,447,4,,,,,,73.4,2.1,
141,101,Vegetables; fresh; nes,BETEL LEAVES,44,3,1,6,5,,,230,11,,,2,,,40,0,0,1,,,,,,,,,,85,2,
142,101,Vegetables; fresh; nes,BOTTLE GOURD LEAVES,39,2.3,0.7,6.1,,,,80,,,,1.3,,,59,,,,,,,,,,,,,87.9,1.7,
143,101,Vegetables; fresh; nes,BROAD BEAN LEAVES,71,5.6,0.3,11.5,,,,111,,,,3.7,,,149,,,,,,,,,,,,,77.6,1.3,
144,101,Vegetables; fresh; nes,CARROT LEAVES,77,5,0,13,79,,,340,9,,,2,,,110,0,0,2,,,,,,,,,,77,3,
145,101,Vegetables; fresh; nes,CAULIFLOWER GREENS,66,6,1,8,,,,626,40,,210,2,0,35,107,,,,,,52,,,,,,,80,3,
146,101,Vegetables; fresh; nes,CELERY LEAVES,37,6,1,2,62,,,230,6,,,1,,,140,0,0.11,1.2,,,,,,,,,,88,2,
147,101,Vegetables; fresh; nes,CELERY STALK,18,1,0,3,6,,,30,5,,,1,,,38,0.12,0.05,0.3,,,,,,,,,,93,1,
148,101,Vegetables; fresh; nes,CHEKKUR MANIS,103,6.8,3.2,11.6,247,,,570,28,,,1.4,0.18,,200,0.48,0.32,2.6,,,32,,,,,,,73.6,3.4,
149,101,Vegetables; fresh; nes,COLOCASIA LEAVES (BLACK VARIETY),77,6.8,2,8.1,63,,,460,0.98,,,1.8,,,125,0.06,0.45,1.9,,,32,,,,,,,78.8,2.5,
150,101,Vegetables; fresh; nes,COLOCASIA LEAVES - green variety,56,4,1,7,12,,,227,10,0,256,3,0,58,82,0.22,0.26,1.1,,,31,0.5,,,,,,83,2,
151,101,Vegetables; fresh; nes,CORIANDER LEAVES,44,3,1,6,135,,,184,1,,,1,,,71,0,0,1,,,,,,,,,,86,2,
152,101,Vegetables; fresh; nes,COW PEA LEAVES,38,3,1,4,4,,,290,20,0,,1,0,,58,0.05,0.18,0.6,,,44,0,,,,,,89,2,
153,101,Vegetables; fresh; nes,CURRY LEAVES,108,6.1,1,18.7,4,,94,830,0.93,0.16,259,6.4,0.7,,57,0,0,2,,,42,0.37,,,,,,63.8,4,
154,101,Vegetables; fresh; nes,DRUMSTICK LEAVES,92,7,2,12,220,,,440,1,0,31,1,0,76,70,0,0,1,,,33,0,,,,,,76,2,
155,101,Vegetables; fresh; nes,FENUGREEK LEAVES,49,4,1,6,52,,,395,2,,,1,,,51,0,0,1,,,,,,,,,,86,1,
156,101,Vegetables; fresh; nes,FETID CASSIA (FRESH),49,5,0.8,5.5,82,,,520,12.4,0,,2.1,0,,39,0.08,0.19,0.8,,,66,0,,,,,,84.9,1.7,
157,101,Vegetables; fresh; nes,GOGU,56,2,1,10,20,,,172,1,,,,,,40,0.07,0.39,1.1,,,,,,,,,,86,1,
158,101,Vegetables; fresh; nes,IPOMOEA LEAVES,28,2.9,0.4,3.1,37,,,110,3.9,,,1.2,,,46,0.05,0.13,0.6,,,,,,,,,,90.3,2.1,
159,101,Vegetables; fresh; nes,KUPPAMENI,64,7,1,6,147,,,667,17,,,2,,,99,,,,,,,,,,,,,80,3,
160,101,Vegetables; fresh; nes,MANATHAKKALI LEAVES,68,6,1,9,11,,,410,20,,,,,,70,,0.59,0.9,,,,,,,,,,82,2,
161,101,Vegetables; fresh; nes,LETTUCE TREE LEAVES - mature,65,5,0,10,,,,320,3,,,,,,80,,,,,,,,,,,,,82,3,
162,101,Vegetables; fresh; nes,MAYALU,32,3,0,4,87,,,200,10,0,,,0,,35,0.03,0.16,0.5,,,60,0.5,,,,,,91,2,
163,101,Vegetables; fresh; nes,MINT,48,5,1,6,27,,114,200,16,,,2,,,62,0,0,1,,,,,,,,,,85,2,
164,101,Vegetables; fresh; nes,MUKARRATE KEERAI,61,6,1,7,27,,,667,18,,,,,,99,,,,,,,,,,,,,84,1,
165,101,Vegetables; fresh; nes,NEERGINGI,68,7.2,0.5,8.6,41,,,1550,9.2,,,,,,82,,,,,,,,,,,,,79.1,4.6,
166,101,Vegetables; fresh; nes,PARSLEY,87,6,1,13,281,,,390,18,,,2,0,,175,0,0,0,,,46,0,,,,,,75,3,
167,101,Vegetables; fresh; nes,PONNANGANNI,73,5,1,12,17,,,510,2,,,3,,,60,0,0.14,1.2,,,,,,,,,,77,2,
168,101,Vegetables; fresh; nes,PUMPKIN LEAVES,57,5,1,8,,,,392,,0,,2,0,,112,,,,,,22,0,,,,,,82,3,
169,101,Vegetables; fresh; nes,RADISH LEAVES,28,4,0,2,106,,,265,0,,,1,,,59,0,0,5,,,,,,,,,,91,2,
170,101,Vegetables; fresh; nes,RADISH LEAVES table,38,4,1,4,106,,,310,18,,,1,,,60,0,0,5,,,,,,,,,,89,2,
171,101,Vegetables; fresh; nes,RAPE LEAVES,48,5,0,6,65,,,370,12,,181,1,0,126,110,0.01,0.03,0.9,,,51,,,,,,,85,2,
172,101,Vegetables; fresh; nes,SAFFLOWER LEAVES,33,2,1,4,15,,,185,6,,,,,,35,0.04,0.1,0,,,,,,,,,,91,1,
173,101,Vegetables; fresh; nes,SHEPU,37,3,0,5,,,,190,17,,,1,,,42,0.03,0.13,0.2,,25,,,,,,,,88,2,
174,101,Vegetables; fresh; nes,SUSNI NAG,46,3.7,1.4,4.6,,,,53,,0,,1.3,0,,91,,,,,,26,0,,,,,,86.9,2.1,
175,101,Vegetables; fresh; nes,TAMARIND LEAVES - tender,115,6,2,18,3,,,101,0,,,2,,,140,0,0,4,,,,,,,,,,70,1,
176,101,Vegetables; fresh; nes,TURNIP GREENS,67,4,1,9,180,,,710,28,1,43,1,0,59,60,0,0,5,,,9,0,,,,,,82,2,
177,101,Vegetables; fresh; nes,BEET ROOT,43,2,0,9,10,,,18,1,1,10,1,0,63,55,0,0,0,,242,96,0,,,,,,88,1,
178,101,Vegetables; fresh; nes,RADISH pink,32,1,0,7,17,,,50,0,,138,1,0,33,20,0,0,0,,,,,,,,,,91,1,
179,101,Vegetables; fresh; nes,RADISH white,17,1,0,3,15,,,35,0,,,1,,,22,0,0,0,,63,,,,,,,,94,1,
180,101,Vegetables; fresh; nes,PARSNIP,101,1,0,23,16,,,50,0,,,2,,,40,0,,0,,,,,,,,,,72,1,
181,101,Vegetables; fresh; nes,CHO-CHO-MARROW,27,1,0,6,4,,,140,1,,,1,,,30,0,0,0,,,,,,,,,,92,0,
182,101,Vegetables; fresh; nes,COLOCASIA STEM,18,0,0,4,3,,,60,0,0,259,1,0,,20,0,0,0,,,28,0,,,,,,94,1,
183,101,Vegetables; fresh; nes,DRUMSTICK,26,2,0,4,120,,,30,0,,,5,,,110,0,0,0,,,,,,,,,,87,2,
