"country","iso3c","year","fao_tonnes_production"
"Ecuador","ECU",2016,422000
"Ecuador","ECU",2017,440000
"Ecuador","ECU",2018,510000
"Egypt","EGY",2010,792
"Egypt","EGY",2011,766
"Egypt","EGY",2012,1109
"Egypt","EGY",2013,5856
"Egypt","EGY",2014,7235
"El Salvador","SLV",2011,766.7
"El Salvador","SLV",2012,1200
"El Salvador","SLV",2013,771
"El Salvador","SLV",2014,812
"El Salvador","SLV",2015,1084
"El Salvador","SLV",2016,1124
"El Salvador","SLV",2017,1150
"El Salvador","SLV",2018,1150
"Guatemala","GTM",2010,21921
"Guatemala","GTM",2011,15944
"Guatemala","GTM",2012,12264
"Guatemala","GTM",2013,13764
"Guatemala","GTM",2014,13891
"Guatemala","GTM",2015,14268
"Guatemala","GTM",2016,14909
"Guatemala","GTM",2017,16455
"Guatemala","GTM",2018,17273
"Honduras","HND",2010,11054
"Honduras","HND",2011,30295
"Honduras","HND",2012,31936
"Honduras","HND",2013,30500
"Honduras","HND",2014,32000
"Honduras","HND",2015,25000
"Honduras","HND",2016,23000
"Honduras","HND",2017,31500
"Honduras","HND",2018,31500
"India","IND",2010,100714
"India","IND",2011,251200
"India","IND",2012,264500
"India","IND",2013,290200
"India","IND",2014,377059
"India","IND",2015,500758
"India","IND",2016,521269
"India","IND",2017,643161
"India","IND",2018,682300
"Indonesia","IDN",2010,379325
"Indonesia","IDN",2011,399527.8
"Indonesia","IDN",2012,368102.32
"Indonesia","IDN",2013,623341.77
"Indonesia","IDN",2014,584801.34
"Indonesia","IDN",2015,589414
"Indonesia","IDN",2016,666985.67
"Indonesia","IDN",2017,893855
"Indonesia","IDN",2018,883115
"Iran (Islamic Rep. of)","IRN",2010,6359
"Iran (Islamic Rep. of)","IRN",2011,8026
"Iran (Islamic Rep. of)","IRN",2012,10152
"Iran (Islamic Rep. of)","IRN",2013,12698
"Iran (Islamic Rep. of)","IRN",2014,22475
"Iran (Islamic Rep. of)","IRN",2015,17795
"Iran (Islamic Rep. of)","IRN",2016,21331
"Iran (Islamic Rep. of)","IRN",2017,32332
"Iran (Islamic Rep. of)","IRN",2018,47859
"Japan","JPN",2010,1634
"Japan","JPN",2011,1598
"Japan","JPN",2012,1596
"Japan","JPN",2013,1596
"Japan","JPN",2014,1582
"Japan","JPN",2015,1314
"Japan","JPN",2016,1381
"Japan","JPN",2017,1354
"Japan","JPN",2018,1500
"Korea, Republic of","KOR",2010,2705
"Korea, Republic of","KOR",2011,2844
"Korea, Republic of","KOR",2012,2784
"Korea, Republic of","KOR",2013,3785
"Korea, Republic of","KOR",2014,4488
"Korea, Republic of","KOR",2015,5515
"Korea, Republic of","KOR",2016,5791
"Korea, Republic of","KOR",2017,5144
"Korea, Republic of","KOR",2018,4480
"Madagascar","MDG",2010,4000
"Madagascar","MDG",2011,5405
"Madagascar","MDG",2012,4951.5
"Madagascar","MDG",2013,5362
"Madagascar","MDG",2014,4691
"Madagascar","MDG",2015,3447
"Madagascar","MDG",2016,4139
"Madagascar","MDG",2017,5439
"Madagascar","MDG",2018,4947.05
"Malaysia","MYS",2010,87202
"Malaysia","MYS",2011,67472
"Malaysia","MYS",2012,55569
"Malaysia","MYS",2013,49956.93
"Malaysia","MYS",2014,61061.03
"Malaysia","MYS",2015,52570.49
"Malaysia","MYS",2016,42847.35
"Malaysia","MYS",2017,45780.96
"Malaysia","MYS",2018,45912.86
"Mexico","MEX",2010,104612
"Mexico","MEX",2011,109816
"Mexico","MEX",2012,100320
"Mexico","MEX",2013,60292.39
"Mexico","MEX",2014,86972.9
"Mexico","MEX",2015,130360.99
"Mexico","MEX",2016,127814.14
"Mexico","MEX",2017,150029.85
"Mexico","MEX",2018,157934.36
"Mozambique","MOZ",2010,667
"Mozambique","MOZ",2011,506
"Myanmar","MMR",2010,46105
"Myanmar","MMR",2011,51207
"Myanmar","MMR",2012,52693
"Myanmar","MMR",2013,52000
"Myanmar","MMR",2014,40000
"Myanmar","MMR",2015,49890.91
"Myanmar","MMR",2016,54179.1
"Myanmar","MMR",2017,55309.51
"Myanmar","MMR",2018,19041.88
"New Caledonia","NCL",2010,1156
"New Caledonia","NCL",2011,1539
"New Caledonia","NCL",2012,1643
"New Caledonia","NCL",2013,1573
"New Caledonia","NCL",2014,1636
"New Caledonia","NCL",2015,1252
"New Caledonia","NCL",2016,1587
"New Caledonia","NCL",2017,1450
"New Caledonia","NCL",2018,1505
"Nicaragua","NIC",2010,16587
"Nicaragua","NIC",2011,15740
"Nicaragua","NIC",2012,24344
"Nicaragua","NIC",2013,26367.9
"Nicaragua","NIC",2014,30528
"Nicaragua","NIC",2015,24506
"Nicaragua","NIC",2016,21178
"Nicaragua","NIC",2017,24888
"Nicaragua","NIC",2018,29458.4
"Panama","PAN",2010,5532
"Panama","PAN",2011,6217
"Panama","PAN",2012,6736
"Panama","PAN",2013,6954
"Panama","PAN",2014,8611
"Panama","PAN",2015,7861
"Panama","PAN",2016,6724
"Panama","PAN",2017,7522
"Panama","PAN",2018,6409
"Peru","PER",2010,13598
"Peru","PER",2011,16379
"Peru","PER",2012,17800.8
"Peru","PER",2013,17883
"Peru","PER",2014,21483.7
"Peru","PER",2015,22183.3
"Peru","PER",2016,20440.55
"Peru","PER",2017,27491.66
"Peru","PER",2018,29716.93
"Philippines","PHL",2010,55899
"Philippines","PHL",2011,54341
"Philippines","PHL",2012,56412
"Philippines","PHL",2013,59692
"Philippines","PHL",2014,58447
"Philippines","PHL",2015,60875
"Philippines","PHL",2016,61682
"Philippines","PHL",2017,62421.3
"Philippines","PHL",2018,59586.7
"Saudi Arabia","SAU",2010,20652
"Saudi Arabia","SAU",2011,9058
"Saudi Arabia","SAU",2012,5020
"Saudi Arabia","SAU",2013,660
"Saudi Arabia","SAU",2014,12980
"Saudi Arabia","SAU",2015,17295
"Saudi Arabia","SAU",2016,24055
"Saudi Arabia","SAU",2017,39200
"Saudi Arabia","SAU",2018,56100
"Sri Lanka","LKA",2010,3480
"Sri Lanka","LKA",2011,4150
"Sri Lanka","LKA",2012,3310
"Sri Lanka","LKA",2013,4430
"Sri Lanka","LKA",2014,5150
"Sri Lanka","LKA",2015,7090
"Sri Lanka","LKA",2016,6030
"Sri Lanka","LKA",2017,4630
"Sri Lanka","LKA",2018,8080
"Taiwan Province of China","TWN",2010,4578
"Taiwan Province of China","TWN",2011,4617.8
"Taiwan Province of China","TWN",2012,8652
"Taiwan Province of China","TWN",2013,6439.93
"Taiwan Province of China","TWN",2014,6747.58
"Taiwan Province of China","TWN",2015,5422.7
"Taiwan Province of China","TWN",2016,5646.12
"Taiwan Province of China","TWN",2017,5000.97
"Taiwan Province of China","TWN",2018,4257.55
"Thailand","THA",2010,566326
"Thailand","THA",2011,610923
"Thailand","THA",2012,608928
"Thailand","THA",2013,324984
"Thailand","THA",2014,279537
"Thailand","THA",2015,294016
"Thailand","THA",2016,327065
"Thailand","THA",2017,359271
"Thailand","THA",2018,362515
"United States of America","USA",2010,1349
"United States of America","USA",2011,1612
"United States of America","USA",2012,1703
"United States of America","USA",2013,1522
"United States of America","USA",2014,2209
"United States of America","USA",2015,1805
"United States of America","USA",2016,1633
"United States of America","USA",2017,1633
"United States of America","USA",2018,2035
"Venezuela, Boliv Rep of","VEN",2010,13369
"Venezuela, Boliv Rep of","VEN",2011,18146
"Venezuela, Boliv Rep of","VEN",2012,19580
"Venezuela, Boliv Rep of","VEN",2013,20000
"Venezuela, Boliv Rep of","VEN",2014,22500
"Venezuela, Boliv Rep of","VEN",2015,13627
"Venezuela, Boliv Rep of","VEN",2016,21462
"Venezuela, Boliv Rep of","VEN",2017,24500
"Venezuela, Boliv Rep of","VEN",2018,24500
"Viet Nam","VNM",2010,329125
"Viet Nam","VNM",2011,351614
"Viet Nam","VNM",2012,328031
"Viet Nam","VNM",2013,432623
"Viet Nam","VNM",2014,601380
"Viet Nam","VNM",2015,609592.67
"Viet Nam","VNM",2016,633428.4
"Viet Nam","VNM",2017,708403.73
"Viet Nam","VNM",2018,775000
