Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balances (2010-),53,Benin,5911,Export Quantity,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),53,Benin,5301,Domestic supply quantity,2535,Yams,2017,2017,1000 tonnes,3244,S,Standardized data
FBS,Food Balances (2010-),53,Benin,5521,Feed,2535,Yams,2017,2017,1000 tonnes,344,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),53,Benin,5527,Seed,2535,Yams,2017,2017,1000 tonnes,706,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),53,Benin,5123,Losses,2535,Yams,2017,2017,1000 tonnes,244,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),53,Benin,5154,Other uses (non-food),2535,Yams,2017,2017,1000 tonnes,200,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),53,Benin,5170,Residuals,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),53,Benin,5142,Food,2535,Yams,2017,2017,1000 tonnes,1750,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),53,Benin,645,Food supply quantity (kg/capita/yr),2535,Yams,2017,2017,kg,156.6,Fc,Calculated data
FBS,Food Balances (2010-),53,Benin,664,Food supply (kcal/capita/day),2535,Yams,2017,2017,kcal/capita/day,429,Fc,Calculated data
FBS,Food Balances (2010-),53,Benin,674,Protein supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,6.86,Fc,Calculated data
FBS,Food Balances (2010-),53,Benin,684,Fat supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0.86,Fc,Calculated data
FBS,Food Balances (2010-),20,Botswana,5611,Import Quantity,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),20,Botswana,5072,Stock Variation,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),20,Botswana,5301,Domestic supply quantity,2535,Yams,2017,2017,1000 tonnes,0,S,Standardized data
FBS,Food Balances (2010-),20,Botswana,5171,Tourist consumption,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),20,Botswana,5170,Residuals,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),20,Botswana,5142,Food,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),20,Botswana,645,Food supply quantity (kg/capita/yr),2535,Yams,2017,2017,kg,0,Fc,Calculated data
FBS,Food Balances (2010-),20,Botswana,664,Food supply (kcal/capita/day),2535,Yams,2017,2017,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balances (2010-),20,Botswana,674,Protein supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0,Fc,Calculated data
FBS,Food Balances (2010-),20,Botswana,684,Fat supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0,Fc,Calculated data
FBS,Food Balances (2010-),21,Brazil,5511,Production,2535,Yams,2017,2017,1000 tonnes,251,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),21,Brazil,5611,Import Quantity,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),21,Brazil,5072,Stock Variation,2535,Yams,2017,2017,1000 tonnes,33,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),21,Brazil,5911,Export Quantity,2535,Yams,2017,2017,1000 tonnes,2,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),21,Brazil,5301,Domestic supply quantity,2535,Yams,2017,2017,1000 tonnes,216,S,Standardized data
FBS,Food Balances (2010-),21,Brazil,5521,Feed,2535,Yams,2017,2017,1000 tonnes,63,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),21,Brazil,5527,Seed,2535,Yams,2017,2017,1000 tonnes,13,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),21,Brazil,5123,Losses,2535,Yams,2017,2017,1000 tonnes,19,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),21,Brazil,5170,Residuals,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),21,Brazil,5142,Food,2535,Yams,2017,2017,1000 tonnes,121,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),21,Brazil,645,Food supply quantity (kg/capita/yr),2535,Yams,2017,2017,kg,0.58,Fc,Calculated data
FBS,Food Balances (2010-),21,Brazil,664,Food supply (kcal/capita/day),2535,Yams,2017,2017,kcal/capita/day,2,Fc,Calculated data
FBS,Food Balances (2010-),21,Brazil,674,Protein supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balances (2010-),21,Brazil,684,Fat supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0,Fc,Calculated data
FBS,Food Balances (2010-),27,Bulgaria,5611,Import Quantity,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),27,Bulgaria,5301,Domestic supply quantity,2535,Yams,2017,2017,1000 tonnes,0,S,Standardized data
FBS,Food Balances (2010-),27,Bulgaria,5521,Feed,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),27,Bulgaria,5170,Residuals,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),233,Burkina Faso,5511,Production,2535,Yams,2017,2017,1000 tonnes,47,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),233,Burkina Faso,5611,Import Quantity,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),233,Burkina Faso,5072,Stock Variation,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),233,Burkina Faso,5301,Domestic supply quantity,2535,Yams,2017,2017,1000 tonnes,47,S,Standardized data
FBS,Food Balances (2010-),233,Burkina Faso,5123,Losses,2535,Yams,2017,2017,1000 tonnes,4,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),233,Burkina Faso,5170,Residuals,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),233,Burkina Faso,5142,Food,2535,Yams,2017,2017,1000 tonnes,43,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),233,Burkina Faso,645,Food supply quantity (kg/capita/yr),2535,Yams,2017,2017,kg,2.25,Fc,Calculated data
FBS,Food Balances (2010-),233,Burkina Faso,664,Food supply (kcal/capita/day),2535,Yams,2017,2017,kcal/capita/day,6,Fc,Calculated data
FBS,Food Balances (2010-),233,Burkina Faso,674,Protein supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0.1,Fc,Calculated data
FBS,Food Balances (2010-),233,Burkina Faso,684,Fat supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balances (2010-),29,Burundi,5511,Production,2535,Yams,2017,2017,1000 tonnes,6,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),29,Burundi,5072,Stock Variation,2535,Yams,2017,2017,1000 tonnes,-2,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),29,Burundi,5301,Domestic supply quantity,2535,Yams,2017,2017,1000 tonnes,8,S,Standardized data
FBS,Food Balances (2010-),29,Burundi,5521,Feed,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),29,Burundi,5123,Losses,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),29,Burundi,5170,Residuals,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),29,Burundi,5142,Food,2535,Yams,2017,2017,1000 tonnes,7,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),29,Burundi,645,Food supply quantity (kg/capita/yr),2535,Yams,2017,2017,kg,0.69,Fc,Calculated data
FBS,Food Balances (2010-),29,Burundi,664,Food supply (kcal/capita/day),2535,Yams,2017,2017,kcal/capita/day,2,Fc,Calculated data
FBS,Food Balances (2010-),29,Burundi,674,Protein supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balances (2010-),29,Burundi,684,Fat supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0,Fc,Calculated data
FBS,Food Balances (2010-),35,Cabo Verde,5611,Import Quantity,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),35,Cabo Verde,5301,Domestic supply quantity,2535,Yams,2017,2017,1000 tonnes,0,S,Standardized data
FBS,Food Balances (2010-),35,Cabo Verde,5170,Residuals,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),115,Cambodia,5611,Import Quantity,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),115,Cambodia,5072,Stock Variation,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),115,Cambodia,5911,Export Quantity,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),115,Cambodia,5301,Domestic supply quantity,2535,Yams,2017,2017,1000 tonnes,0,S,Standardized data
FBS,Food Balances (2010-),115,Cambodia,5521,Feed,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),115,Cambodia,5170,Residuals,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),115,Cambodia,5142,Food,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),115,Cambodia,645,Food supply quantity (kg/capita/yr),2535,Yams,2017,2017,kg,0,Fc,Calculated data
FBS,Food Balances (2010-),115,Cambodia,664,Food supply (kcal/capita/day),2535,Yams,2017,2017,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balances (2010-),115,Cambodia,674,Protein supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0,Fc,Calculated data
FBS,Food Balances (2010-),115,Cambodia,684,Fat supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0,Fc,Calculated data
FBS,Food Balances (2010-),32,Cameroon,5511,Production,2535,Yams,2017,2017,1000 tonnes,649,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),32,Cameroon,5611,Import Quantity,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),32,Cameroon,5072,Stock Variation,2535,Yams,2017,2017,1000 tonnes,9,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),32,Cameroon,5911,Export Quantity,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),32,Cameroon,5301,Domestic supply quantity,2535,Yams,2017,2017,1000 tonnes,640,S,Standardized data
FBS,Food Balances (2010-),32,Cameroon,5521,Feed,2535,Yams,2017,2017,1000 tonnes,8,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),32,Cameroon,5527,Seed,2535,Yams,2017,2017,1000 tonnes,130,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),32,Cameroon,5123,Losses,2535,Yams,2017,2017,1000 tonnes,130,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),32,Cameroon,5170,Residuals,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),32,Cameroon,5142,Food,2535,Yams,2017,2017,1000 tonnes,373,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),32,Cameroon,645,Food supply quantity (kg/capita/yr),2535,Yams,2017,2017,kg,15.17,Fc,Calculated data
FBS,Food Balances (2010-),32,Cameroon,664,Food supply (kcal/capita/day),2535,Yams,2017,2017,kcal/capita/day,42,Fc,Calculated data
FBS,Food Balances (2010-),32,Cameroon,674,Protein supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0.66,Fc,Calculated data
FBS,Food Balances (2010-),32,Cameroon,684,Fat supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0.08,Fc,Calculated data
FBS,Food Balances (2010-),33,Canada,5611,Import Quantity,2535,Yams,2017,2017,1000 tonnes,20,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),33,Canada,5072,Stock Variation,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),33,Canada,5911,Export Quantity,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),33,Canada,5301,Domestic supply quantity,2535,Yams,2017,2017,1000 tonnes,20,S,Standardized data
FBS,Food Balances (2010-),33,Canada,5521,Feed,2535,Yams,2017,2017,1000 tonnes,5,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),33,Canada,5170,Residuals,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),33,Canada,5142,Food,2535,Yams,2017,2017,1000 tonnes,15,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),33,Canada,645,Food supply quantity (kg/capita/yr),2535,Yams,2017,2017,kg,0.42,Fc,Calculated data
FBS,Food Balances (2010-),33,Canada,664,Food supply (kcal/capita/day),2535,Yams,2017,2017,kcal/capita/day,1,Fc,Calculated data
FBS,Food Balances (2010-),33,Canada,674,Protein supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balances (2010-),33,Canada,684,Fat supply quantity (g/capita/day),2535,Yams,2017,2017,g/capita/day,0,Fc,Calculated data
FBS,Food Balances (2010-),37,Central African Republic,5511,Production,2535,Yams,2017,2017,1000 tonnes,496,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),37,Central African Republic,5072,Stock Variation,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),37,Central African Republic,5301,Domestic supply quantity,2535,Yams,2017,2017,1000 tonnes,496,S,Standardized data
FBS,Food Balances (2010-),37,Central African Republic,5527,Seed,2535,Yams,2017,2017,1000 tonnes,41,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),37,Central African Republic,5123,Losses,2535,Yams,2017,2017,1000 tonnes,37,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),37,Central African Republic,5170,Residuals,2535,Yams,2017,2017,1000 tonnes,0,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),37,Central African Republic,5142,Food,2535,Yams,2017,2017,1000 tonnes,417,Im,FAO data based on imputation methodology
FBS,Food Balances (2010-),37,Central African Republic,645,Food supply quantity (kg/capita/yr),2535,Yams,2017,2017,kg,90.72,Fc,Calculated data
