ID_0,fw_catch_tonnes,iso3c,Country
66,0,DMA,Dominica
67,1269.5035272054818,DOM,Dominican Republic
68,237.726596764683,ECU,Ecuador
69,212764.92662668752,EGY,Egypt
70,2004.5711152754066,SLV,El Salvador
71,1007.7480275892735,GNQ,Equatorial Guinea
72,9.51785216447535,ERI,Eritrea
73,3097.1292304989774,EST,Estonia
74,12907.569579399531,ETH,Ethiopia
75,0,FLK,Falkland Islands
76,0,FRO,Faroe Islands
77,0,FJI,Fiji
78,35428.01286605421,FIN,Finland
79,2967.8953187500592,FRA,France
80,1.0580424049930854,GUF,French Guiana
81,0,PYF,French Polynesia
83,9808.676739049173,GAB,Gabon
84,3426.93847973618,GMB,Gambia
85,97.42296320403402,GEO,Georgia
86,21644.027809162282,DEU,Germany
87,72227.52149976275,GHA,Ghana
88,0,GIB,Gibraltar
89,2044.9590790647699,GRC,Greece
90,0,GRL,Greenland
91,0,GRD,Grenada
92,0,GLP,Guadeloupe
93,0,GUM,Guam
94,4365.434494940734,GTM,Guatemala
95,0,GGY,Guernsey
96,4044.254439725271,GIN,Guinea
97,138.2011884393168,GNB,Guinea-Bissau
98,763.6463688591806,GUY,Guyana
99,287.8412027005087,HTI,Haiti
101,526.104299825018,HND,Honduras
102,1.3080462743378498,HKG,Hong Kong
103,6633.808134858049,HUN,Hungary
104,195.63405108194692,ISL,Iceland
105,853767.5880884711,IND,India
106,292124.22255343746,IDN,Indonesia
107,772.1208161400123,IRN,Iran
108,21546.266375255305,IRQ,Iraq
109,584.9289042606136,IRL,Ireland
110,0,IMN,Isle of Man
111,1096.2126640997049,ISR,Israel
112,3966.4914828817255,ITA,Italy
113,367.51019921039835,JAM,Jamaica
114,35366.771714014954,JPN,Japan
115,0,JEY,Jersey
116,172.6520516019781,JOR,Jordan
117,32871.725259252366,KAZ,Kazakhstan
118,23669.13121251336,KEN,Kenya
119,0,KIR,Kiribati
120,13.506755209062428,XKO,Kosovo
121,9.225414901407145e-7,KWT,Kuwait
122,39.102621950578836,KGZ,Kyrgyzstan
123,56352.88714466992,LAO,Laos
124,495.4827371990057,LVA,Latvia
125,192.72322761829838,LBN,Lebanon
126,36.23478667533605,LSO,Lesotho
127,2785.137820817733,LBR,Liberia
128,6.562683432028494e-7,LBY,Libya
129,0.004457268811397895,LIE,Liechtenstein
130,1587.5423929556655,LTU,Lithuania
131,3.215786340520915,LUX,Luxembourg
132,0,MAC,Macao
133,141.9633321497027,MKD,Macedonia
134,31648.35044884227,MDG,Madagascar
135,29052.341282532212,MWI,Malawi
136,3715.369780045133,MYS,Malaysia
137,0,MDV,Maldives
138,101392.24771506489,MLI,Mali
139,0,MLT,Malta
140,0,MHL,Marshall Islands
141,0,MTQ,Martinique
142,20446.492326058305,MRT,Mauritania
143,0,MUS,Mauritius
144,0,MYT,Mayotte
145,95591.84613884472,MEX,Mexico
146,0,FSM,Micronesia
147,500.53094250046377,MDA,Moldova
148,0,MCO,Monaco
149,289.45520224686226,MNG,Mongolia
150,219.6400052136966,MNE,Montenegro
151,0,MSR,Montserrat
152,2477.2360448548834,MAR,Morocco
153,24460.41995374181,MOZ,Mozambique
154,430246.62277123815,MMR,Myanmar
155,2187.99546524956,NAM,Namibia
156,0,NRU,Nauru
157,18294.579506246235,NPL,Nepal
158,2329.8640487967255,NLD,Netherlands
159,0,NCL,New Caledonia
160,865.121193412626,NZL,New Zealand
161,541.8489219078002,NIC,Nicaragua
162,36966.74284581073,NER,Niger
163,200762.20726150926,NGA,Nigeria
164,0,NIU,Niue
165,0,NFK,Norfolk Island
166,4983.433805585696,PRK,North Korea
168,0,MNP,Northern Mariana Islands
169,562.9417160557343,NOR,Norway
170,0,OMN,Oman
171,119385.70278125888,PAK,Pakistan
172,0,PLW,Palau
173,439.3975232036542,PSE,Palestina
174,1315.422195454544,PAN,Panama
175,11295.134531763715,PNG,Papua New Guinea
177,21494.691634276813,PRY,Paraguay
178,34525.27849350895,PER,Peru
179,72947.75407327742,PHL,Philippines
180,0,PCN,Pitcairn Islands
181,18027.2221330493,POL,Poland
182,39.885163019613195,PRT,Portugal
183,0,PRI,Puerto Rico
184,0,QAT,Qatar
185,27439.15495712892,COG,Republic of Congo
186,0,REU,Reunion
187,5862.093622851735,ROU,Romania
188,209315.7708828511,RUS,Russia
189,7932.70406189279,RWA,Rwanda
190,0,BLM,Saint-Barthélemy
191,0,MAF,Saint-Martin
192,0,SHN,Saint Helena
193,0,KNA,Saint Kitts and Nevis
194,0,LCA,Saint Lucia
195,0,SPM,Saint Pierre and Miquelon
196,0,VCT,Saint Vincent and the Grenadines
197,0,WSM,Samoa
198,0.017518365137341493,SMR,San Marino
199,0,STP,São Tomé and Príncipe
200,1.1482434482808545e-5,SAU,Saudi Arabia
201,45809.60177810196,SEN,Senegal
202,8612.946843914944,SRB,Serbia
203,0,SYC,Seychelles
204,13899.10531187736,SLE,Sierra Leone
205,0,SGP,Singapore
206,0,SXM,Sint Maarten
207,1353.6115206404054,SVK,Slovakia
208,171.76722739014002,SVN,Slovenia
209,0,SLB,Solomon Islands
210,202.44349240807117,SOM,Somalia
211,1029.4918049620637,ZAF,South Africa
213,6072.799482766443,KOR,South Korea
214,12193.042273650166,SSD,South Sudan
215,4743.013242292538,ESP,Spain
217,32154.293119480513,LKA,Sri Lanka
218,42957.01807841476,SDN,Sudan
219,260.2955260563863,SUR,Suriname
220,0,SJM,Svalbard and Jan Mayen
221,77.20586064340004,SWZ,Swaziland
222,1687.7309931364434,SWE,Sweden
223,1585.3246478850879,CHE,Switzerland
224,5297.671257867681,SYR,Syria
225,187.35589193362307,TWN,Taiwan
226,218.33583291340477,TJK,Tajikistan
227,20625.756583217615,TZA,Tanzania
228,176586.53439514496,THA,Thailand
229,0.7374087022843853,TLS,Timor-Leste
230,3564.771793917202,TGO,Togo
231,0,TKL,Tokelau
232,0,TON,Tonga
233,0,TTO,Trinidad and Tobago
234,960.6583658453053,TUN,Tunisia
235,33067.5288087071,TUR,Turkey
236,12903.817328350045,TKM,Turkmenistan
237,0,TCA,Turks and Caicos Islands
238,0,TUV,Tuvalu
239,161040.64593314592,UGA,Uganda
240,6102.725297215731,UKR,Ukraine
241,0,ARE,United Arab Emirates
242,2621.8403572877314,GBR,United Kingdom
243,8223.68717706247,USA,United States
245,839.7477079769421,URY,Uruguay
246,3164.0709606643513,UZB,Uzbekistan
247,0,VUT,Vanuatu
249,36845.8241546948,VEN,Venezuela
250,141334.59027955672,VNM,Vietnam
251,0,VIR,"Virgin Islands, U.S."
252,0,WLF,Wallis and Futuna
253,0,ESH,Western Sahara
254,0,YEM,Yemen
255,49046.576101950355,ZMB,Zambia
256,9600.05574646838,ZWE,Zimbabwe
300,0,XMI,Madeira Island
301,135057.77506026084,COD,Democratic Republic of the Congo
